CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-09357-48052,1-Feb-10,22-Dec-09,DENIED,H-2B,AR,1-Feb-10,31-Oct-10,"PROGRESSIVE SOLUTIONS, LLC",PO BOX 1130,106 W. COLLEGE ST.,MARSHALL,AR,72650,,,,408.684-014,"SPRAYER, HAND",60,0,,,,
C-09364-48331,3-Feb-10,29-Dec-09,DENIED,H-2B,MS,1-Apr-10,31-Oct-10,"PROGRESSIVE SOLUTIONS, LLC",106 W. COLLEGE ST.,P.O. BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,60,0,13.27,HR,13.27,HR
C-10015-48796,12-Feb-10,14-Jan-10,DENIED,H-2B,FL,15-Mar-10,31-Oct-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE ST.,P.O. BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,40,0,,,,
C-10069-49608,15-Mar-10,10-Mar-10,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,31-Oct-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE,PO BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,20,11,11.66,HR,11.66,HR
C-10040-49284,16-Mar-10,9-Feb-10,DENIED,H-2B,LA,15-Apr-10,15-Nov-10,PROGRESSIVE SOLUTIONS LLC,PO BOX 1130,106 WEST COLLEGE ST,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,80,0,8.41,HR,8.41,HR
C-10040-49283,16-Mar-10,9-Feb-10,PARTIAL CERTIFIED,H-2B,AR,1-Apr-10,15-Nov-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE ST.,P.O. BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,40,34,11.2,HR,11.2,HR
C-10071-49631,17-Mar-10,12-Mar-10,PARTIAL CERTIFIED,H-2B,TN,15-May-10,15-Nov-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE,PO BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,40,31,12.55,HR,12.55,HR
C-10067-49580,25-Mar-10,8-Mar-10,CERTIFIED,H-2B,AR,1-Apr-10,31-Oct-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE,PO BOX 1130,MARSHALL,AR,72650,,,,584.687-014,"SPRAYER, HAND",60,60,7.77,HR,7.77,HR
C-10064-49571,25-Mar-10,5-Mar-10,PARTIAL CERTIFIED,H-2B,MS,1-Apr-10,31-Oct-10,PROGRESSIVE SOLUTIONS LLC,PO BOX 1130,106 WEST COLLEGE,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,60,52,10.43,HR,10.43,HR
C-10084-49742,30-Mar-10,25-Mar-10,PARTIAL CERTIFIED,H-2B,FL,26-Apr-10,31-Oct-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE,PO BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,40,31,,,,
C-10109-49915,4-May-10,19-Apr-10,PARTIAL CERTIFIED,H-2B,AR,15-May-10,15-Nov-10,PROGRESSIVE SOLUTIONS LLC,PO BOX 1130,106 WEST COLLEGE,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,80,52,8.41,HR,8.41,HR
C-10162-50267,21-Jun-10,11-Jun-10,PARTIAL CERTIFIED,H-2B,MO,7-Jul-10,1-Nov-10,PROGRESSIVE SOLUTIONS LLC,106 WEST COLLEGE,PO BOX 1130,MARSHALL,AR,72650,,,,452.687-010,FOREST WORKER,30,26,8.41,HR,8.41,HR
C-10043-49332,12-Mar-10,12-Feb-10,PARTIAL CERTIFIED,H-2B,MI,15-Apr-10,30-May-10,"SUPERIOR FORESTRY SERVICE, INC.",36462 HWY 27,P.O. BOX 25,TILLY,AR,72679,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,FOREST WORKER,163,68,,,,
C-10127-50075,19-May-10,7-May-10,CERTIFIED,H-2B,IN,30-May-10,28-Jul-10,SUPERIOR FORESTRY SERVICE INC.,36462 HWY 27,,TILLY,AR,72679,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,FOREST WORKER,91,91,10.37,HR,10.37,HR
C-10168-50298,8-Jul-10,17-Jun-10,DENIED,H-2B,AR,1-Oct-10,14-Jun-11,"INDEPENDENT LABOR SERVICES, LLC",608 W. PARKWAY # 245,,RUSSELLVILLE,AR,72801,,,,452.687-010,FOREST WORKER,60,0,10.87,HR,10.87,HR
C-10222-50808,23-Aug-10,10-Aug-10,PARTIAL CERTIFIED,H-2B,AR,1-Oct-10,14-Jun-11,"INDEPENDENT LABOR SERVICES, LLC",608 W. PARKWAY #245,,RUSSELLVILLE,AR,72801,,,,452.687-010,FOREST WORKER,60,59,,,,
C-10127-50073,24-May-10,7-May-10,PARTIAL CERTIFIED,H-2B,AR,1-May-10,15-Sep-10,"RIVER VALLEY FORESTRY, LLC",128 COZORT PLACE,,RUSSELLVILLE,AR,72802,KATRINA K MAYER -LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,040.061-054,SOIL CONSERVATIONIST,50,40,11.66,HR,11.66,HR
C-10259-51052,28-Sep-10,16-Sep-10,CERTIFIED,H-2B,AR,5-Oct-10,28-Jul-11,"AMIGO FORESTRY SERVICE, INC.",1021 HILLTOP DRIVE,,RUSSELVILLE,AR,72802,"DANIEL W. BREMER / AGWORKS, INC",LAKE PARK,GA,452.687-010,FOREST WORKER,37,37,10.17,HR,10.17,HR
C-10256-51034,28-Sep-10,13-Sep-10,CERTIFIED,H-2B,AL,4-Oct-10,28-Jul-11,"AMIGO FORESTRY SERVICE, INC",1021 HILLTOP DRIVE,,RUSSELLVILLE,AR,72802,"DANIEL W. BREMER / AGWORKS, INC",LAKE PARK,GA,452.687-010,FOREST WORKER,70,70,7.4,HR,7.4,HR
C-09264-46497,28-Oct-09,21-Sep-09,DENIED,H-2B,MO,1-Dec-09,15-Sep-10,"EXCEL FORESTRY SERVICES, INC.",1701 N CHURCH STREET,,ATKINS,AR,72823,GLENDA CABRERA,POST FALLS,ID,452.687-010,FOREST WORKER,30,0,8.41,HR,8.41,HR
C-09293-46728,5-Nov-09,20-Oct-09,CERTIFIED,H-2B,AR,1-Feb-10,30-Nov-10,"FRANK SHARUM LANDSCAPE DESIGN, INC.",10012 HWY. 71,,FT. SMITH,AR,72916,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",60,60,8.28,HR,8.28,HR
C-10140-50141,25-May-10,20-May-10,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,JOE OFFELTER RACING,23546 ROCKWELL AVE,,BLANCHARD,OK,73010,"CRAIG MCDOUGAL / WILLIAM VELIE ATTORNEY AT LAW, PL",NORMAN,OK,410.674-010,ANIMAL CARETAKER,2,2,,,,
C-10020-48899,26-Jan-10,20-Jan-10,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,OAKLEY'S INC,2700 NW 178TH ST.,,EDMOND,OK,73012,WILLIAM P. VELIE,NORMAN,OK,408.687-014,"LABORER, LANDSCAPE",14,13,8.14,HR,8.14,HR
C-09296-46783,12-Nov-09,23-Oct-09,PARTIAL CERTIFIED,H-2B,OK,2-Feb-10,30-Nov-10,"TOTAL ENVIRONMENT, INC.",16301 N. ROCKWELL AVE.,,EDMOND,OK,73013,ROBERT D. KERSHAW,AUSTIN,TX,408.687-014,"LABORER, LANDSCAPE",70,65,,,,
C-10015-48787,20-Jan-10,14-Jan-10,CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,OAK TREE GOLF CLUB LLC,1515 W. OAK TREE DR.,,EDMOND,OK,73025,BRANDI C. COWAN / FEDERATION OF EMPLOYERS & WORKER,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",20,20,8.14,HR,8.14,HR
C-09296-46795,30-Oct-09,23-Oct-09,PARTIAL CERTIFIED,H-2B,OK,1-Feb-10,30-Nov-10,"PITZER'S LAWN MANAGEMENT, INC.",11401 S. BROADWAY,,EDMOND,OK,73034,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",75,61,8.89,HR,8.89,HR
C-09299-46804,9-Nov-09,26-Oct-09,CERTIFIED,H-2B,OK,1-Feb-10,1-Dec-10,GREENTURF LANDSCAPING CO.,8905 E. HEFNER ROAD,,OKLAHOMA CITY,OK,73049,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",30,30,8.14,HR,8.14,HR
C-10088-49770,8-Apr-10,29-Mar-10,CERTIFIED,H-2B,OK,6-Feb-10,31-May-10,JUAN PADILLA RACING STABLES,17711 E. WILSHIRE BLVD,,JONES,OK,73049,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,5,5,6.78,HR,6.78,HR
C-10130-50085,13-May-10,10-May-10,CERTIFIED,H-2B,MN,15-Apr-10,1-Dec-10,MICHAEL E. BIEHLER,10200 N. WESTMINSTER,,JONES,OK,73049,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,1,1,7.28,HR,7.28,HR
C-10106-49901,30-Apr-10,16-Apr-10,CERTIFIED,H-2B,IA,1-Apr-10,1-Dec-10,"FRANCISCO J. BRAVO DBA RIVER OAKS FARM, INC",3216 N US HIGHWAY 177,,SULPHUR,OK,73086,CRAIG MCDOUGAL,NORMAN,OK,354.377-014,HOME ATTENDANT,6,6,,,,
C-09306-46941,9-Nov-09,2-Nov-09,PARTIAL CERTIFIED,H-2B,OK,1-Feb-10,30-Nov-10,WESTERN LAWNS,14900 N. SARA RD.,"PO BOX 304, BETHANY, OK 73008 (MAILING ADDRESS)",YUKON,OK,73099,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",60,57,8.14,HR,8.14,HR
C-10076-49665,1-Apr-10,17-Mar-10,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,"S.S. CONCRETE CONSTRUCTION, INC.",1637 WEST PARK PLACE,,OKLAHOMA CITY,OK,73106,NICHOLAS ROBERT HEARING THE LAW OFFICE OF NICHOLAS,CLEVELAND,OH,869.664-014,CONSTRUCTION WORKER I,8,8,9,HR,9,HR
C-10229-50853,20-Aug-10,17-Aug-10,CERTIFIED,H-2B,OK,1-Aug-10,31-Dec-10,MCLEAN ROBERTSON RACING,ONE REMINGTON PLACE,,OKLAHOMA CITY,OK,73111,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,5,5,7.32,HR,7.32,HR
C-10020-48911,26-Jan-10,20-Jan-10,PARTIAL CERTIFIED,H-2B,OK,1-Mar-10,31-Dec-10,MYERS LANDSCAPE MANAGEMENT INC,301 NW 104TH STREET,,OKLAHOMA CITY,OK,73113,RITA ROMERO / FEDERATION OF EMPLOYERS & WORKERS OF,BAY CITY,TX,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35,31,8.14,HR,8.14,HR
C-10004-48441,8-Jan-10,4-Jan-10,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,BROTHERS LANDSCAPE LLC,6041 NW 59TH STREET,,WARR ACRES,OK,73122,RITA ROMERO,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",8,7,,,,
C-09338-47492,16-Dec-09,4-Dec-09,CERTIFIED,H-2B,OK,1-Mar-10,30-Nov-10,FELIPE GUTIERREZ D/B/A FELIPE'S LAWNCARE,7135 NW 3RD ST.,,OKLAHOMA CITY,OK,73127,CARLOS A. SILVA,CANOGA PARK,CA,406.134-014,"SUPERVISOR, LANDSCAPE",25,25,16.5,HR,16.5,HR
C-09365-48380,6-Jan-10,30-Dec-09,CERTIFIED,H-2B,OK,1-Mar-10,30-Nov-10,FELIPE GUTIERREZ D/B/A FELIPE'S LAWNCARE,7135 NW 3RD ST.,,OKLAHOMA CITY,OK,73127,"CARLOS A. SILVA, SILVA & ASSOCIATES, LLC",CANOGA PARK,CA,408.687-014,"LABORER, LANDSCAPE",65,65,8.14,HR,8.5,HR
C-09338-47500,15-Jan-10,4-Dec-09,DENIED,H-2B,OK,1-Mar-10,30-Nov-10,FELIPE GUTIERREZ D/B/A FELIPE'S LAWNCARE,7135 NW 3RD ST.,,OKLAHOMA CITY,OK,73127,"CARLOS A. SILVA, SILVA & ASSOCIATES, LLC",CANOGA PARK,CA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",65,0,8.5,HR,8.5,HR
C-10127-50071,12-May-10,7-May-10,CERTIFIED,H-2B,OK,18-Jan-10,18-Nov-10,"AZTECA LAWN SERVICES, INC.",1109 N. HARVARD,,OKLAHOMA,OK,73127,SAM HADDAD ATTORNEY AT LAW,AUSTIN,TX,408.687-014,"LABORER, LANDSCAPE",15,15,8.26,HR,8.26,HR
C-09365-48393,7-Jan-10,31-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,TRUGREEN LANDCARE,2416 SOUTH NEBRASKA,,OKLAHOMA CITY,OK,73129,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.134-014,"SUPERVISOR, LANDSCAPE",3,3,10.61,HR,10.61,HR
C-10005-48493,11-Jan-10,5-Jan-10,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,TRUGREEN LANDCARE,2416 SOUTH NEBRASKA,,OKLAHOMA CITY,OK,73129,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",25,24,8.14,HR,8.14,HR
C-09356-47941,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,1-Nov-10,ALL AMERICAN LAWN SERVICE,13509 VIXEN LANE,,OKLAHOMA CITY,OK,73131,SARAH E. FARRELL,VASS,NC,408.687-014,"LABORER, LANDSCAPE",20,19,8.14,HR,8.14,HR
C-09358-48132,30-Dec-09,23-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,"TURF APPEAL, INC.",5106 MCNARNEY,,MIDWEST CITY,OK,73145,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,20,8.14,HR,8.14,HR
C-10005-48495,11-Jan-10,5-Jan-10,CERTIFIED,H-2B,OK,1-Apr-10,31-Oct-10,"GREEN EARTH SERVICE GROUP, LLC DBA GREEN EARTH LAN",P.O.BOX 6755,529 S BROADWAY,MOORE,OK,73153,EVELYN AMANDA WRIGHT / THE LABOR COMPANY,ROSELAND,VA,408.687-014,"LABORER, LANDSCAPE",10,10,8.14,HR,8.14,HR
C-09303-46892,6-Nov-09,30-Oct-09,CERTIFIED,H-2B,OK,2-Feb-10,1-Dec-10,"GARDEN PONDS UNLIMITED, LLC",200 SOUTH I-35 SERVICE RD.,,MOORE,OK,73160,"ROBERT D. KERSHAW/REINA, BATES, KOWALSKI & KERSHAW",AUSTIN,TX,408.687-014,"LABORER, LANDSCAPE",8,8,9.31,HR,9.31,HR
C-09335-47444,18-Dec-09,1-Dec-09,PARTIAL CERTIFIED,H-2B,OK,15-Feb-10,15-Dec-10,RALPH IASIELLO LAWNCARE,PO BOX 890741,,OKLAHOMA CITY,OK,73189,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",8,5,8.14,HR,8.14,HR
C-09352-47733,23-Dec-09,16-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,18-Dec-10,SOUTHERN LANDSCAPE SERVICES,1700 NORTH ASPEN,,BROKEN ARROW,OK,74012,ELIZABETH WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",12,12,9,HR,9,HR
C-10144-50163,26-May-10,24-May-10,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,CRADDOCK RACING,934 E 13TH STREET,,CLAREMORE,OK,74017,"CRAIG MCDOUGAL / WILLIAM VELIE ATTORNEY AT LAW, PL",NORMAN,OK,410.674-010,ANIMAL CARETAKER,1,1,7.25,HR,7.25,HR
C-09363-48242,4-Jan-10,28-Dec-09,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,"ARISTOCRAT CONSTRUCTION & LANDSCAPE, INC.",300 W 111TH. ST.,,JENKS,OK,74037,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",8,7,7.63,HR,7.63,HR
C-10028-49091,3-Feb-10,28-Jan-10,CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,LANDRUN SERVICES INC,304 S BIRCH,,OWASSO,OK,74055,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",20,20,7.63,HR,7.63,HR
C-10053-49414,9-Mar-10,22-Feb-10,CERTIFIED,H-2B,OK,1-Apr-10,15-Dec-10,LBL GUNITE OF TULSA,875 IVY LANE,"(EMPLOYER'S ADDRESS: 2241 S. 49TH W. AVE., TULSA,",SAND SPRINGS,OK,74063,,,,869.664-014,CONSTRUCTION WORKER I,15,15,10.55,HR,10.55,HR
C-09292-46710,26-Oct-09,19-Oct-09,PARTIAL CERTIFIED,H-2B,OK,1-Feb-10,1-Dec-10,"TNT LAWN & LANDSCAPE MGMT, INC",5808 N. WASHINGTON,,STILLWATER,OK,74075,,,,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,19,7.25,HR,7.25,HR
C-09306-46948,9-Nov-09,2-Nov-09,PARTIAL CERTIFIED,H-2B,OK,15-Feb-10,15-Dec-10,"GUTHRIE INDUSTRIAL COATING, INC.",5909 CHATEAU DR.,,STILLWATER,OK,74075,,,,739.687-062,"CLEANER, SIGNS",12,9,8.39,HR,8.39,HR
C-09292-46711,26-Oct-09,19-Oct-09,CERTIFIED,H-2B,OK,1-Feb-10,1-Dec-10,"GREENMASTER LANDSCAPE CONTRACTORS, INC.",P.O. BOX 1291,,STILLWATER,OK,74076,,,,408.687-014,"LABORER, LANDSCAPE",7,7,,,,
C-09306-46942,9-Nov-09,2-Nov-09,PARTIAL CERTIFIED,H-2B,OK,15-Feb-10,15-Dec-10,"CENTRAL LAWN & LANDSCAPE, LLC",MAILING ADDRESS:  P.O. BOX 1753,(NO MAIL BOX) PHYSICAL ADDRESS:  2405 S PRAIRIE RD,STILLWATER,OK,74076,,,,408.687-014,"LABORER, LANDSCAPE",8,7,,,,
C-09299-46816,12-Nov-09,26-Oct-09,PARTIAL CERTIFIED,H-2B,OK,2-Feb-10,1-Dec-10,"JONESPLAN, INC.",2328 E. 13TH ST.,,TULSA,OK,74104,"ROBERT DAVIDSON KERSHAW/REINA, BATES, KOWALSKI & K",AUSTIN,TX,408.687-014,"LABORER, LANDSCAPE",20,17,9.16,HR,9.16,HR
C-09355-47784,19-Jan-10,17-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,ELLSWORTH CONSTRUCTION COMPANY,5141SOUTH 24TH WEST AVENUE,,TULSA,OK,74107,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,408.687-014,"LABORER, LANDSCAPE",20,20,7.63,HR,7.63,HR
C-09323-47297,2-Dec-09,19-Nov-09,PARTIAL CERTIFIED,H-2B,OK,1-Feb-10,30-Nov-10,ARCHITECTURAL PAVING SYSTEMS LLC,3220 E. 27TH PLACE,,TULSA,OK,74114,BRANDI C. COWAN,BAY CITY,TX,869.664-014,CONSTRUCTION WORKER I,5,1,9.15,HR,9.15,HR
C-10005-48488,5-Jan-10,19-Nov-09,PARTIAL CERTIFIED,H-2B,OK,1-Feb-10,30-Nov-10,ARCHITECTURAL PAVING SYSTEMS LLC,3220 E. 27TH PLACE,,TULSA,OK,74114,BRANDI C. COWAN,BAY CITY,TX,579.686-010,"LABORER, CONCRETE PLANT",5,4,,,,
C-09306-46939,9-Nov-09,2-Nov-09,CERTIFIED,H-2B,OK,2-Feb-10,1-Dec-10,JAMES W. GINN DBA TULSA GROUNDS KEEPER,"144 S. 122ND EAST AVE.,",,TULSA,OK,74128,ROBERT DAVIDSON KERSHAW,AUSTIN,TX,406.687-010,LANDSCAPE SPECIALIST,16,16,9.16,HR,9.16,HR
C-09300-46826,9-Nov-09,27-Oct-09,CERTIFIED,H-2B,OK,1-Feb-10,30-Nov-10,"HORIZON LAWN & LANDSCAPE, INC.",8285 S. 89TH W. AVE.,,TULSA,OK,74131,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",54,54,7.63,HR,7.63,HR
C-09288-46686,10-Nov-09,15-Oct-09,DENIED,H-2B,OK,2-Dec-09,31-Mar-10,ELLSWORTH MANAGEMENT COMPANY INCORPORATED,9037 E. 106TH STREET,,TULSA,OK,74133,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",14,0,8.51,HR,8.51,HR
C-09328-47370,7-Dec-09,24-Nov-09,CERTIFIED,H-2B,OK,2-Dec-09,31-Mar-10,"RBR, INCORPORATED",11947 SOUTH CANTON AVENUE,,TULSA,OK,74137,KATHRYN JUNE HAWS,AFTON,OK,298.081-010,"DISPLAYER, MERCHANDISE",7,7,10.12,HR,10.12,HR
C-09355-47774,13-Jan-10,17-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,"K.L. BLANKENSHIP, INC.",11947 SOUTH CANTON AVENUE,,TULSA,OK,74137,KATHRYN JUNE HAWS,AFTON,OK,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",7,7,7.63,HR,7.63,HR
C-10181-50406,15-Jul-10,30-Jun-10,CERTIFIED,H-2B,ID,1-Oct-10,30-Apr-11,"FRITTS DIGGING SERVICE, INC",9324 S. TOLEDO AVE.,,TULSA,OK,74137,GINNY MUILENBURG / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,405.687-014,HORTICULTURAL WORKER II,18,18,,,,
C-09292-46721,26-Oct-09,19-Oct-09,PARTIAL CERTIFIED,H-2B,OK,1-Feb-10,1-Dec-10,ROARK LANDSCAPING CORPORATION,5809 S. 107TH E. AVE,,TULSA,OK,74146,,,,408.687-014,"LABORER, LANDSCAPE",40,38,7.63,HR,7.63,HR
C-09365-48396,7-Jan-10,31-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,TRUGREEN LANDCARE,10203 EAST 51ST STREET,,TULSA,OK,74146,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",45,45,7.63,HR,7.63,HR
C-10004-48428,7-Jan-10,31-Dec-09,PARTIAL CERTIFIED,H-2B,OK,1-Apr-10,30-Nov-10,TRUGREEN LANDCARE,10203 EAST 51ST STREET,,TULSA,OK,74146,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.134-014,"SUPERVISOR, LANDSCAPE",6,5,,,,
C-10200-50556,27-Jul-10,19-Jul-10,CERTIFIED,H-2B,OK,1-Nov-10,1-Apr-11,"TULSA LOT SWEEPING, INC.",5809 S. 107TH E. AVE.,,TULSA,OK,74146,,,,408.687-014,"LABORER, LANDSCAPE",20,20,7.63,HR,7.63,HR
C-09355-47817,24-Dec-09,17-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,31-Dec-10,"THE BEACON HILL ASSOCIATION, INC",30501 S. 562 ROAD,,MONKEY ISLAND,OK,74331,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",4,4,7.5,HR,7.5,HR
C-09355-47795,5-Jan-10,17-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,"D & L LANDSCAPE, INC.",7421 E. 98TH STREET,,TULSA,OK,74331,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",1,1,7.63,HR,7.63,HR
C-09355-47777,11-Jan-10,17-Dec-09,CERTIFIED,H-2B,OK,1-Apr-10,1-Dec-10,NEWPORT VILLAGE HOMEOWNERS ASSOCIATION,56201 EAST 285 ROAD,,MONKEY ISLAND,OK,74331,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,10,7.25,HR,7.25,HR
C-10173-50332,25-Jun-10,22-Jun-10,PARTIAL CERTIFIED,H-2B,OK,1-Oct-10,29-Jul-11,MERTZ MANUFACTURING,1701 NORTH WAVERLY,,PONCA CITY,OK,74602,J. MULLINAX,LAKE PARK,GA,819.687-014,WELDER HELPER,40,31,7.61,HR,7.61,HR
C-09288-46677,12-Nov-09,15-Oct-09,DENIED,H-2B,OK,18-Jan-10,17-Nov-10,"HUB CONSTRUCTION, INC.",HWY 109 SOUTH,,BOSWELL,OK,74727,LORI A. WHITTEN,WYLIE,TX,869.664-014,CONSTRUCTION WORKER I,22,0,8.83,HR,8.83,HR
C-09299-46817,25-Nov-09,26-Oct-09,DENIED,H-2B,OK,18-Jan-10,17-Nov-10,"HUB CONSTRUCTION, INC.",HWY 109 SOUTH,,BOSWELL,OK,74727,LORI ANN WHITTEN / ACTION VISA ASSISTANCE,WYLIE,TX,869.664-014,CONSTRUCTION WORKER I,22,0,8.83,HR,8.83,HR
C-09337-47480,7-Dec-09,3-Dec-09,CERTIFIED,H-2B,OK,18-Jan-10,17-Nov-10,"HUB CONSTRCTION, INC.",HWY 109 SOUTH,,BOSWELL,OK,74727,LORI ANN WHITTEN / ACTION VISA ASSISTANCE,WYLIE,TX,869.664-014,CONSTRUCTION WORKER I,22,22,8.83,HR,8.83,HR
C-10012-48674,22-Jan-10,12-Jan-10,CERTIFIED,H-2B,OK,21-Apr-10,20-Jun-10,"ROBERT MCHENRY JR., FARM LABOR CONTRACTOR D/B/A MC","ROUTE 1, BOX 830",P.O. BOX 39,BROKEN BOW,OK,74728,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,FOREST WORKER,29,29,11.34,HR,11.34,HR
C-10246-50967,28-Sep-10,27-Aug-10,CERTIFIED,H-2B,OK,4-Oct-10,15-Jun-11,"ROBERT MCHENRY, JR., FARM LABOR CONTRACTOR DBA MCH",ROUTE 1 BOX 830,P.O.BOX 39,BROKEN BOW,OK,74728,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,FOREST WORKER,45,45,,,,
C-10166-50276,6-Jul-10,15-Jun-10,DENIED,H-2B,OK,1-Oct-10,30-Jun-11,"GARY HESS CONTRACTING, INC.",ROUTE 1 BOX 555,,GARVIN,OK,74736,,,,452.687-010,FOREST WORKER,135,0,11.5,HR,11.5,HR
C-10188-50444,29-Jul-10,7-Jul-10,DENIED,H-2B,OK,1-Oct-10,30-Jun-11,"GARY HESS CONTRACTING, INC. DBA GARY HESS",ROUTE 1 BOX 555,,GARVIN,OK,74736,LEE C. HESS,GARVIN,OK,452.687-010,FOREST WORKER,135,0,11.83,HR,11.83,HR
